v_gal,v_out,lognh,x,y
60,100.0,20.0625,1174.75870982,0.0
60,100.0,20.0625,1201.28837605,0.0
60,100.0,20.0625,1227.81333209,0.0
60,100.0,20.0625,1254.3335792,0.0
60,100.0,20.0625,1280.84911864,0.0
60,100.0,20.0625,1307.35995166,0.0
60,100.0,20.0625,1333.86607951,0.0
60,100.0,20.0625,1360.36750344,0.0
60,100.0,20.0625,1386.86422471,0.0
60,100.0,20.0625,1413.35624457,0.0
60,100.0,20.0625,1439.84356427,0.0
60,100.0,20.0625,1466.32618506,0.0
60,100.0,20.0625,1492.80410819,0.0
60,100.0,20.0625,1519.2773349,0.0
60,100.0,20.0625,1545.74586646,0.0
60,100.0,20.0625,1572.20970411,0.0
60,100.0,20.0625,1598.66884909,0.0
60,100.0,20.0625,1625.12330266,0.0
60,100.0,20.0625,1651.57306606,0.0
60,100.0,20.0625,1678.01814055,0.0
60,200.0,20.0625,-962.939263789,0.0
60,200.0,20.0625,-934.120028688,0.0
60,200.0,20.0625,-905.306312331,0.0
60,200.0,20.0625,-876.498113133,0.0
60,200.0,20.0625,-847.69542951,0.0
60,200.0,20.0625,-818.898259879,0.0
60,200.0,20.0625,-790.106602655,0.0
60,200.0,20.0625,-761.320456257,0.0
60,200.0,20.0625,-732.539819102,0.0
60,200.0,20.0625,-703.764689609,0.0
60,200.0,20.0625,-674.995066196,0.0
60,200.0,20.0625,-646.230947285,0.0
60,200.0,20.0625,-617.472331294,0.0
60,200.0,20.0625,-588.719216646,0.0
60,200.0,20.0625,-559.971601761,0.0
60,200.0,20.0625,-531.229485063,0.0
60,200.0,20.0625,-502.492864973,0.0
60,200.0,20.0625,-473.761739915,0.0
60,200.0,20.0625,-445.036108313,0.0
60,200.0,20.0625,-416.315968592,0.0
60,200.0,20.0625,-387.601319177,0.0
60,200.0,20.0625,-358.892158494,0.0
60,200.0,20.0625,-330.188484969,0.0
60,200.0,20.0625,-301.490297029,0.0
60,200.0,20.0625,-272.797593102,0.0
60,200.0,20.0625,-244.110371616,0.0
60,200.0,20.0625,-215.428631,0.0
60,200.0,20.0625,-186.752369683,0.0
60,200.0,20.0625,-158.081586095,0.0
60,200.0,20.0625,-129.416278668,0.0
60,200.0,20.0625,-100.756445831,0.0
60,200.0,20.0625,-72.1020860175,0.0
60,200.0,20.0625,-43.4531976591,85.2552810509
60,200.0,20.0625,-14.8097791893,17.0123535754
60,200.0,20.0625,13.8281709587,93.2207657106
60,200.0,20.0625,42.4606543504,117.857527603
60,200.0,20.0625,71.0876725511,108.993737443
60,200.0,20.0625,99.7092271254,43.5111338284
60,200.0,20.0625,128.325319637,361.688724108
60,200.0,20.0625,156.93595165,261.225345811
60,200.0,20.0625,185.541124727,614.527410061
60,200.0,20.0625,214.14084043,476.225553106
60,200.0,20.0625,242.73510032,234.807769289
60,200.0,20.0625,271.323905959,318.828365554
60,200.0,20.0625,299.907258907,657.250792633
60,200.0,20.0625,328.485160723,1081.24046447
60,200.0,20.0625,357.057612968,787.180964508
60,200.0,20.0625,385.6246172,1200.21951282
60,200.0,20.0625,414.186174976,571.633036953
60,200.0,20.0625,442.742287855,676.318003091
60,200.0,20.0625,471.292957392,712.336599434
60,200.0,20.0625,499.838185145,1051.62265646
60,200.0,20.0625,528.377972669,547.276987365
60,200.0,20.0625,556.912321519,512.083066722
60,200.0,20.0625,585.44123325,687.61567331
60,200.0,20.0625,613.964709415,330.66646642
60,200.0,20.0625,642.482751567,245.638788642
60,200.0,20.0625,670.995361261,165.644738929
60,200.0,20.0625,699.502540046,100.24615483
60,200.0,20.0625,728.004289476,85.9599478328
60,200.0,20.0625,756.500611101,168.40220153
60,200.0,20.0625,784.991506471,0.0
60,200.0,20.0625,813.476977136,82.6927122065
60,200.0,20.0625,841.957024645,2.88982345464
60,200.0,20.0625,870.431650547,0.0
60,200.0,20.0625,898.90085639,0.0
60,200.0,20.0625,927.364643721,0.0
60,200.0,20.0625,955.823014088,0.0
60,200.0,20.0625,984.275969035,0.0
60,200.0,20.0625,1012.72351011,0.0
60,200.0,20.0625,1041.16563885,0.0
60,200.0,20.0625,1069.60235682,0.0
60,200.0,20.0625,1098.03366554,0.0
60,200.0,20.0625,1126.45956657,0.0
60,200.0,20.0625,1154.88006144,0.0
60,200.0,20.0625,1183.2951517,0.0
60,200.0,20.0625,1211.70483889,0.0
60,200.0,20.0625,1240.10912455,0.0
60,200.0,20.0625,1268.50801022,0.0
60,200.0,20.0625,1296.90149744,0.0
60,200.0,20.0625,1325.28958775,0.0
60,200.0,20.0625,1353.6722827,0.0
60,200.0,20.0625,1382.0495838,0.0
60,200.0,20.0625,1410.42149261,0.0
60,200.0,20.0625,1438.78801067,0.0
60,200.0,20.0625,1467.1491395,0.0
60,200.0,20.0625,1495.50488064,0.0
60,200.0,20.0625,1523.85523563,0.0
60,200.0,20.0625,1552.200206,0.0
60,200.0,20.0625,1580.53979329,0.0
60,200.0,20.0625,1608.87399902,0.0
60,200.0,20.0625,1637.20282474,0.0
60,200.0,20.0625,1665.52627198,0.0
60,200.0,20.0625,1693.84434226,0.0
60,200.0,20.0625,1722.15703712,0.0
60,200.0,20.0625,1750.46435808,0.0
60,200.0,20.0625,1778.76630668,0.0
60,200.0,20.0625,1807.06288445,0.0
60,200.0,20.0625,1835.35409291,0.0
60,200.0,20.0625,1863.6399336,0.0
60,100.0,20.0,-962.990913579,0.0
60,100.0,20.0,-936.241854723,0.0
60,100.0,20.0,-909.497550263,0.0
60,100.0,20.0,-882.757998931,0.0
60,100.0,20.0,-856.02319946,0.0
60,100.0,20.0,-829.293150584,0.0
60,100.0,20.0,-802.567851036,0.0
60,100.0,20.0,-775.847299551,0.0
60,100.0,20.0,-749.131494864,0.0
60,100.0,20.0,-722.420435709,0.0
60,100.0,20.0,-695.714120823,0.0
60,100.0,20.0,-669.012548942,0.0
60,100.0,20.0,-642.315718802,0.0
60,100.0,20.0,-615.62362914,0.0
60,100.0,20.0,-588.936278694,0.0
60,100.0,20.0,-562.253666201,0.0
60,100.0,20.0,-535.575790401,0.0
60,100.0,20.0,-508.902650032,0.0
60,100.0,20.0,-482.234243832,0.0
60,100.0,20.0,-455.570570543,0.0
60,100.0,20.0,-428.911628904,0.0
60,100.0,20.0,-402.257417655,0.0
60,100.0,20.0,-375.607935538,0.0
60,100.0,20.0,-348.963181295,0.0
60,100.0,20.0,-322.323153667,0.0
60,100.0,20.0,-295.687851396,0.0
60,100.0,20.0,-269.057273225,0.0
60,100.0,20.0,-242.431417899,0.0
60,100.0,20.0,-215.81028416,0.0
60,100.0,20.0,-189.193870753,0.0
60,100.0,20.0,-162.582176422,0.0
60,100.0,20.0,-135.975199912,0.0
60,100.0,20.0,-109.372939969,0.0
60,100.0,20.0,-82.7753953394,0.0
60,100.0,20.0,-56.1825647688,0.459263799071
60,100.0,20.0,-29.5944470044,1704.50672362
60,100.0,20.0,-3.01104079343,3509.32722806
60,100.0,20.0,23.5676551163,988.708145327
60,100.0,20.0,50.1416419766,304.245695353
60,100.0,20.0,76.710921039,194.637537786
60,100.0,20.0,103.275493554,228.392422298
60,100.0,20.0,129.835360773,245.468350883
60,100.0,20.0,156.390523945,0.0
60,100.0,20.0,182.94098432,0.0
60,100.0,20.0,209.486743148,131.840893475
60,100.0,20.0,236.027801676,0.0513236731213
60,100.0,20.0,262.564161153,155.850654886
60,100.0,20.0,289.095822828,104.253700105
60,100.0,20.0,315.622787947,0.0
60,100.0,20.0,342.145057757,297.434390234
60,100.0,20.0,368.662633505,265.311098845
60,100.0,20.0,395.175516437,588.301953001
60,100.0,20.0,421.683707798,348.587965668
60,100.0,20.0,448.187208834,131.698878295
60,100.0,20.0,474.68602079,0.140407400333
60,100.0,20.0,501.180144909,339.285470321
60,100.0,20.0,527.669582436,71.9761182857
60,100.0,20.0,554.154334614,97.2175291127
60,100.0,20.0,580.634402686,75.614837208
60,100.0,20.0,607.109787895,12.703610077
60,100.0,20.0,633.580491482,108.60106996
60,100.0,20.0,660.04651469,0.0
60,100.0,20.0,686.507858759,0.0
60,100.0,20.0,712.96452493,0.0
60,100.0,20.0,739.416514444,0.0
60,100.0,20.0,765.863828541,0.0
60,100.0,20.0,792.306468459,0.0
60,100.0,20.0,818.744435439,0.0
60,100.0,20.0,845.177730718,0.0
60,100.0,20.0,871.606355535,0.0
60,100.0,20.0,898.030311128,0.0
60,100.0,20.0,924.449598733,0.0
60,100.0,20.0,950.864219588,0.0
60,100.0,20.0,977.274174929,0.0
60,100.0,20.0,1003.67946599,0.0
60,100.0,20.0,1030.08009401,0.0
60,100.0,20.0,1056.47606023,0.0
60,100.0,20.0,1082.86736587,0.0
60,100.0,20.0,1109.25401217,0.0
60,100.0,20.0,1135.63600037,0.0
60,100.0,20.0,1162.01333169,0.0
60,100.0,20.0,1188.38600738,0.0
60,100.0,20.0,1214.75402866,0.0
60,100.0,20.0,1241.11739677,0.0
60,100.0,20.0,1267.47611294,0.0
60,100.0,20.0,1293.83017839,0.0
60,100.0,20.0,1320.17959437,0.0
60,100.0,20.0,1346.52436209,0.0
60,100.0,20.0,1372.86448279,0.0
60,100.0,20.0,1399.19995771,0.0
60,100.0,20.0,1425.53078806,0.0
60,100.0,20.0,1451.85697508,0.0
60,100.0,20.0,1478.17851999,0.0
60,100.0,20.0,1504.49542403,0.0
60,100.0,20.0,1530.80768841,0.0
60,100.0,20.0,1557.11531438,0.0
60,100.0,20.0,1583.41830314,0.0
60,100.0,20.0,1609.71665594,0.0
60,100.0,20.0,1636.01037399,0.0
60,100.0,20.0,1662.29945852,0.0
60,200.0,20.0,-962.730116446,0.0
60,200.0,20.0,-933.198738735,0.0
60,200.0,20.0,-903.673155872,0.0
60,200.0,20.0,-874.153366152,0.0
60,200.0,20.0,-844.63936787,0.0
60,200.0,20.0,-815.131159322,0.0
60,200.0,20.0,-785.628738804,0.0
60,200.0,20.0,-756.132104615,0.0
60,200.0,20.0,-726.641255051,0.0
60,200.0,20.0,-697.156188411,0.0
60,200.0,20.0,-667.676902994,0.0
60,200.0,20.0,-638.2033971,0.0
60,200.0,20.0,-608.73566903,0.0
60,200.0,20.0,-579.273717085,0.0
60,200.0,20.0,-549.817539566,0.0
60,200.0,20.0,-520.367134777,0.0
60,200.0,20.0,-490.922501019,0.0
60,200.0,20.0,-461.483636599,0.0
60,200.0,20.0,-432.050539818,0.0
60,200.0,20.0,-402.623208984,0.0
60,200.0,20.0,-373.201642402,0.0
60,200.0,20.0,-343.785838377,0.0
60,200.0,20.0,-314.375795219,0.0
60,200.0,20.0,-284.971511233,0.0
60,200.0,20.0,-255.572984729,0.0
60,200.0,20.0,-226.180214017,0.0
60,200.0,20.0,-196.793197404,0.0
60,200.0,20.0,-167.411933204,0.0
60,200.0,20.0,-138.036419725,0.0
60,200.0,20.0,-108.66665528,0.0
60,200.0,20.0,-79.3026381828,0.0
60,200.0,20.0,-49.9443667447,0.0204385080378
60,200.0,20.0,-20.5918392801,1.00764390032
60,200.0,20.0,8.75494589645,455.566774661
60,200.0,20.0,38.0959904699,267.316929604
60,200.0,20.0,67.4312961246,188.198794839
60,200.0,20.0,96.760864544,174.037953031
60,200.0,20.0,126.084697411,0.094152994044
60,200.0,20.0,155.402796408,242.80309752
60,200.0,20.0,184.715163216,416.393520153
60,200.0,20.0,214.021799517,400.286394176
60,200.0,20.0,243.322706991,426.830675376
60,200.0,20.0,272.617887317,319.30360708
60,200.0,20.0,301.907342175,438.061850963
60,200.0,20.0,331.191073242,514.391259848
60,200.0,20.0,360.469082196,1237.18388367
60,200.0,20.0,389.741370715,1143.62608136
60,200.0,20.0,419.007940475,457.076779494
60,200.0,20.0,448.268793151,860.973219424
60,200.0,20.0,477.523930419,880.288313653
60,200.0,20.0,506.773353952,651.714235114
60,200.0,20.0,536.017065425,402.164087741
60,200.0,20.0,565.25506651,369.258642792
60,200.0,20.0,594.487358881,200.859701801
60,200.0,20.0,623.713944209,326.514346856
60,200.0,20.0,652.934824164,70.2728024372
60,200.0,20.0,682.150000418,177.780287878
60,200.0,20.0,711.359474641,5.75808486888
60,200.0,20.0,740.5632485,4.69845037012
60,200.0,20.0,769.761323666,13.8893787965
60,200.0,20.0,798.953701805,62.1581047593
60,200.0,20.0,828.140384586,0.0
60,200.0,20.0,857.321373674,73.9046364755
60,200.0,20.0,886.496670736,0.0
60,200.0,20.0,915.666277436,46.6280303084
60,200.0,20.0,944.83019544,0.0
60,200.0,20.0,973.988426411,0.0
60,200.0,20.0,1003.14097201,0.0
60,200.0,20.0,1032.28783391,0.0
60,200.0,20.0,1061.42901376,0.0
60,200.0,20.0,1090.56451323,0.0
60,200.0,20.0,1119.69433397,0.0
60,200.0,20.0,1148.81847765,0.0
60,200.0,20.0,1177.93694593,0.0
60,200.0,20.0,1207.04974047,0.0
60,200.0,20.0,1236.15686292,0.0
60,200.0,20.0,1265.25831494,0.0
60,200.0,20.0,1294.35409818,0.0
60,200.0,20.0,1323.44421432,0.0
60,200.0,20.0,1352.52866499,0.0
60,200.0,20.0,1381.60745186,0.0
60,200.0,20.0,1410.68057657,0.0
60,200.0,20.0,1439.74804079,0.0
60,200.0,20.0,1468.80984617,0.0
60,200.0,20.0,1497.86599435,0.0
60,200.0,20.0,1526.91648699,0.0
60,200.0,20.0,1555.96132575,0.0
60,200.0,20.0,1585.00051226,0.0
60,200.0,20.0,1614.03404819,0.0
60,200.0,20.0,1643.06193517,0.0
60,200.0,20.0,1672.08417487,0.0
60,200.0,20.0,1701.10076892,0.0
60,200.0,20.0,1730.11171897,0.0
60,200.0,20.0,1759.11702668,0.0
60,200.0,20.0,1788.11669368,0.0
60,200.0,20.0,1817.11072162,0.0
60,200.0,20.0,1846.09911215,0.0
60,200.0,20.0,1875.08186691,0.0
60,200.0,20.0,1904.05898754,0.0
60,200.0,20.0,1933.03047568,0.0
60,100.0,20.125,-962.827241571,0.0
60,100.0,20.125,-936.227317802,0.0
60,100.0,20.125,-909.632095566,0.0
60,100.0,20.125,-883.041573618,0.0
60,100.0,20.125,-856.45575071,0.0
60,100.0,20.125,-829.874625599,0.0
60,100.0,20.125,-803.298197038,0.0
60,100.0,20.125,-776.726463782,0.0
60,100.0,20.125,-750.159424589,0.0
60,100.0,20.125,-723.597078214,0.0
60,100.0,20.125,-697.039423414,0.0
60,100.0,20.125,-670.486458946,0.0
60,100.0,20.125,-643.938183567,0.0
60,100.0,20.125,-617.394596036,0.0
60,100.0,20.125,-590.855695111,0.0
60,100.0,20.125,-564.32147955,0.0
60,100.0,20.125,-537.791948114,0.0
60,100.0,20.125,-511.267099562,0.0
60,100.0,20.125,-484.746932654,0.0
60,100.0,20.125,-458.231446151,0.0
60,100.0,20.125,-431.720638813,0.0
60,100.0,20.125,-405.214509403,0.0
60,100.0,20.125,-378.713056683,0.0
60,100.0,20.125,-352.216279414,0.0
60,100.0,20.125,-325.72417636,0.0
60,100.0,20.125,-299.236746283,0.0
60,100.0,20.125,-272.753987949,0.0
60,100.0,20.125,-246.275900119,0.0
60,100.0,20.125,-219.80248156,0.0
60,100.0,20.125,-193.333731037,0.0
60,100.0,20.125,-166.869647314,0.0
60,100.0,20.125,-140.410229157,0.0
60,100.0,20.125,-113.955475334,0.0
60,100.0,20.125,-87.5053846101,0.0
60,100.0,20.125,-61.059955753,0.0
60,100.0,20.125,-34.6191875303,78.311453038
60,100.0,20.125,-8.18307871024,3677.18896835
60,100.0,20.125,18.2483719388,714.439844888
60,100.0,20.125,44.6751656481,649.233960544
60,100.0,20.125,71.0973036481,1016.32399519
60,100.0,20.125,97.514787169,352.867713336
60,100.0,20.125,123.927617441,61.9772340957
60,100.0,20.125,150.335795693,1.59778907282
60,100.0,20.125,176.739323153,0.0
60,100.0,20.125,203.138201052,0.0
60,100.0,20.125,229.532430615,0.0
60,100.0,20.125,255.922013072,11.0192162007
60,100.0,20.125,282.30694965,110.141977454
60,100.0,20.125,308.687241574,266.426374843
60,100.0,20.125,335.062890072,450.632888141
60,100.0,20.125,361.433896369,256.40661879
60,100.0,20.125,387.80026169,529.059156802
60,100.0,20.125,414.161987262,394.043375229
60,100.0,20.125,440.519074308,274.779064892
60,100.0,20.125,466.871524052,313.854005378
60,100.0,20.125,493.219337719,161.997611709
60,100.0,20.125,519.562516531,360.042146551
60,100.0,20.125,545.901061712,267.111003303
60,100.0,20.125,572.234974483,305.112961685
60,100.0,20.125,598.564256068,84.6929085465
60,100.0,20.125,624.888907687,56.6717793528
60,100.0,20.125,651.208930561,74.5423276402
60,100.0,20.125,677.524325912,143.286545937
60,100.0,20.125,703.835094959,0.0
60,100.0,20.125,730.141238923,0.0
60,100.0,20.125,756.442759023,0.0
60,100.0,20.125,782.739656478,0.0
60,100.0,20.125,809.031932506,0.0
60,100.0,20.125,835.319588326,0.0
60,100.0,20.125,861.602625155,0.0
60,100.0,20.125,887.881044211,0.0
60,100.0,20.125,914.154846711,0.0
60,100.0,20.125,940.42403387,0.0
60,100.0,20.125,966.688606906,0.0
60,100.0,20.125,992.948567033,0.0
60,100.0,20.125,1019.20391547,0.0
60,100.0,20.125,1045.45465342,0.0
60,100.0,20.125,1071.70078211,0.0
60,100.0,20.125,1097.94230275,0.0
60,100.0,20.125,1124.17921656,0.0
60,100.0,20.125,1150.41152474,0.0
60,100.0,20.125,1176.63922851,0.0
60,100.0,20.125,1202.86232908,0.0
60,100.0,20.125,1229.08082766,0.0
60,100.0,20.125,1255.29472546,0.0
60,100.0,20.125,1281.50402371,0.0
60,100.0,20.125,1307.70872359,0.0
60,100.0,20.125,1333.90882633,0.0
60,100.0,20.125,1360.10433314,0.0
60,100.0,20.125,1386.29524522,0.0
60,100.0,20.125,1412.48156378,0.0
60,100.0,20.125,1438.66329004,0.0
60,100.0,20.125,1464.84042519,0.0
60,100.0,20.125,1491.01297046,0.0
60,100.0,20.125,1517.18092703,0.0
60,100.0,20.125,1543.34429613,0.0
60,100.0,20.125,1569.50307895,0.0
60,100.0,20.125,1595.6572767,0.0
60,100.0,20.125,1621.8068906,0.0
60,100.0,20.125,1647.95192183,0.0
60,200.0,20.125,-962.939459804,0.0
60,200.0,20.125,-934.89468545,0.0
60,200.0,20.125,-906.855137229,0.0
60,200.0,20.125,-878.82081368,0.0
60,200.0,20.125,-850.791713342,0.0
60,200.0,20.125,-822.767834756,0.0
60,200.0,20.125,-794.749176463,0.0
60,200.0,20.125,-766.735737004,0.0
60,200.0,20.125,-738.727514922,0.0
60,200.0,20.125,-710.724508758,0.0
60,200.0,20.125,-682.726717057,0.0
60,200.0,20.125,-654.734138362,0.0
60,200.0,20.125,-626.746771216,0.0
60,200.0,20.125,-598.764614165,0.0
60,200.0,20.125,-570.787665754,0.0
60,200.0,20.125,-542.815924529,0.0
60,200.0,20.125,-514.849389036,0.0
60,200.0,20.125,-486.888057821,0.0
60,200.0,20.125,-458.931929434,0.0
60,200.0,20.125,-430.98100242,0.0
60,200.0,20.125,-403.03527533,0.0
60,200.0,20.125,-375.094746712,0.0
60,200.0,20.125,-347.159415115,0.0
60,200.0,20.125,-319.22927909,0.0
60,200.0,20.125,-291.304337188,0.0
60,200.0,20.125,-263.384587959,0.0
60,200.0,20.125,-235.470029956,0.0
60,200.0,20.125,-207.56066173,0.0
60,200.0,20.125,-179.656481835,0.0
60,200.0,20.125,-151.757488824,0.0
60,200.0,20.125,-123.863681251,0.0
60,200.0,20.125,-95.9750576698,0.0
60,200.0,20.125,-68.0916166363,0.689040868302
60,200.0,20.125,-40.2133567054,123.780825723
60,200.0,20.125,-12.3402764334,327.725463333
60,200.0,20.125,15.527625623,152.415631683
60,200.0,20.125,43.3903509069,201.771237988
60,200.0,20.125,71.2479008605,70.4603069755
60,200.0,20.125,99.1002769256,23.6336586699
60,200.0,20.125,126.947480544,299.369344771
60,200.0,20.125,154.789513155,294.190401345
60,200.0,20.125,182.6263762,176.037107763
60,200.0,20.125,210.458071118,194.881958554
60,200.0,20.125,238.284599349,473.542888297
60,200.0,20.125,266.105962331,87.6746812392
60,200.0,20.125,293.922161503,434.537420708
60,200.0,20.125,321.7331983,423.905443799
60,200.0,20.125,349.539074161,906.558731569
60,200.0,20.125,377.339790523,1224.02689653
60,200.0,20.125,405.13534882,438.020635479
60,200.0,20.125,432.925750489,469.097816747
60,200.0,20.125,460.710996964,307.778959716
60,200.0,20.125,488.491089679,292.866518174
60,200.0,20.125,516.266030069,784.151776977
60,200.0,20.125,544.035819566,509.075449862
60,200.0,20.125,571.800459604,305.158031023
60,200.0,20.125,599.559951614,669.071465286
60,200.0,20.125,627.314297028,435.384978636
60,200.0,20.125,655.063497278,306.510392013
60,200.0,20.125,682.807553794,0.0
60,200.0,20.125,710.546468005,159.108699142
60,200.0,20.125,738.280241342,193.910554185
60,200.0,20.125,766.008875233,52.1926090977
60,200.0,20.125,793.732371108,0.73130300328
60,200.0,20.125,821.450730393,0.0
60,200.0,20.125,849.163954517,94.1216273069
60,200.0,20.125,876.872044906,174.854061328
60,200.0,20.125,904.575002987,0.0
60,200.0,20.125,932.272830185,89.736096986
60,200.0,20.125,959.965527926,0.0
60,200.0,20.125,987.653097634,90.3864795843
60,200.0,20.125,1015.33554073,0.0
60,200.0,20.125,1043.01285865,0.0
60,200.0,20.125,1070.6850528,0.0
60,200.0,20.125,1098.35212462,0.0
60,200.0,20.125,1126.01407552,0.0
60,200.0,20.125,1153.67090693,0.0
60,200.0,20.125,1181.32262026,0.0
60,200.0,20.125,1208.96921693,0.0
60,200.0,20.125,1236.61069838,0.0
60,200.0,20.125,1264.24706601,0.0
60,200.0,20.125,1291.87832125,0.0
60,200.0,20.125,1319.50446551,0.0
60,200.0,20.125,1347.12550021,0.0
60,200.0,20.125,1374.74142677,0.0
60,200.0,20.125,1402.35224661,0.0
60,200.0,20.125,1429.95796114,0.0
60,200.0,20.125,1457.55857178,0.0
60,200.0,20.125,1485.15407994,0.0
60,200.0,20.125,1512.74448704,0.0
60,200.0,20.125,1540.32979449,0.0
60,200.0,20.125,1567.91000371,0.0
60,200.0,20.125,1595.48511611,0.0
60,200.0,20.125,1623.0551331,0.0
60,200.0,20.125,1650.6200561,0.0
60,200.0,20.125,1678.17988651,0.0
60,200.0,20.125,1705.73462575,0.0
60,200.0,20.125,1733.28427523,0.0
60,200.0,20.125,1760.82883635,0.0
60,200.0,20.125,1788.36831053,0.0
60,100.0,20.1875,-962.980720831,0.0
60,100.0,20.1875,-936.23416044,0.0
60,100.0,20.1875,-909.492353556,0.0
60,100.0,20.1875,-882.755298913,0.0
60,100.0,20.1875,-856.022995244,0.0
60,100.0,20.1875,-829.295441282,0.0
60,100.0,20.1875,-802.572635763,0.0
60,100.0,20.1875,-775.85457742,0.0
60,100.0,20.1875,-749.141264989,0.0
60,100.0,20.1875,-722.432697206,0.0
60,100.0,20.1875,-695.728872806,0.0
60,100.0,20.1875,-669.029790526,0.0
60,100.0,20.1875,-642.335449102,0.0
60,100.0,20.1875,-615.645847273,0.0
60,100.0,20.1875,-588.960983776,0.0
60,100.0,20.1875,-562.28085735,0.0
60,100.0,20.1875,-535.605466733,0.0
60,100.0,20.1875,-508.934810663,0.0
60,100.0,20.1875,-482.268887882,0.0
60,100.0,20.1875,-455.607697129,0.0
60,100.0,20.1875,-428.951237144,0.0
60,100.0,20.1875,-402.299506669,0.0
60,100.0,20.1875,-375.652504445,0.0
60,100.0,20.1875,-349.010229213,0.0
60,100.0,20.1875,-322.372679717,0.0
60,100.0,20.1875,-295.739854698,0.0
60,100.0,20.1875,-269.1117529,0.0
60,100.0,20.1875,-242.488373067,0.0
60,100.0,20.1875,-215.869713943,0.0
60,100.0,20.1875,-189.255774272,0.0
60,100.0,20.1875,-162.6465528,0.0
60,100.0,20.1875,-136.042048271,0.0
60,100.0,20.1875,-109.442259431,0.0
60,100.0,20.1875,-82.8471850279,0.0
60,100.0,20.1875,-56.2568238071,15.2032312931
60,100.0,20.1875,-29.671174516,1084.71101451
60,100.0,20.1875,-3.09023590257,3915.46920617
60,100.0,20.1875,23.4859932853,1033.85054603
60,100.0,20.1875,50.0575142989,785.357576858
60,100.0,20.1875,76.6243283895,180.465770785
60,100.0,20.1875,103.186436808,74.503213126
60,100.0,20.1875,129.743840803,91.3727427554
