1210.69007149	0.0
1210.81459601	0.0
1210.93912052	0.0
1211.06364503	0.0
1211.18816955	0.0
1211.31269406	0.0
1211.43721858	0.0
1211.56174309	0.0
1211.68626761	0.0
1211.81079212	0.0
1211.93531663	0.0
1212.05984115	0.0
1212.18436566	0.0
1212.30889018	0.0
1212.43341469	0.0
1212.55793921	0.0
1212.68246372	0.0
1212.80698823	0.0
1212.93151275	0.0
1213.05603726	0.0
1213.18056178	0.0
1213.30508629	0.0
1213.4296108	0.0
1213.55413532	0.0
1213.67865983	0.0
1213.80318435	0.0
1213.92770886	0.0
1214.05223338	7.27502831577
1214.17675789	72.1239162207
1214.3012824	211.042371958
1214.42580692	89.3906028247
1214.55033143	0.0
1214.67485595	222.182300228
1214.79938046	182.642236799
1214.92390497	80.8631579332
1215.04842949	247.017842693
1215.172954	306.364834089
1215.29747852	105.856117532
1215.42200303	546.837060777
1215.54652755	666.085146324
1215.67105206	515.613954906
1215.79557657	1064.62672714
1215.92010109	562.70575809
1216.0446256	1026.82014584
1216.16915012	883.638737611
1216.29367463	1407.52739655
1216.41819915	2723.28941054
1216.54272366	3865.96154842
1216.66724817	4027.83180015
1216.79177269	3844.50396943
1216.9162972	4042.78414689
1217.04082172	2708.68218978
1217.16534623	2410.83854627
1217.28987074	1747.4128997
1217.41439526	1256.74958884
1217.53891977	547.503970949
1217.66344429	728.936632443
1217.7879688	1091.47209083
1217.91249332	602.025208657
1218.03701783	369.38045704
1218.16154234	431.998796674
1218.28606686	822.215590778
1218.41059137	198.600337264
1218.53511589	337.310007432
1218.6596404	198.577299164
1218.78416491	556.388814127
1218.90868943	289.006826993
1219.03321394	92.9674679838
1219.15773846	129.706299625
1219.28226297	79.4444714216
1219.40678749	74.3279550434
1219.531312	0.0
1219.65583651	110.166207286
1219.78036103	3.71655211278
1219.90488554	0.0
1220.02941006	83.0478781001
1220.15393457	17.9360614812
1220.27845909	0.0
1220.4029836	0.0
1220.52750811	0.0
1220.65203263	0.0
1220.77655714	0.0
1220.90108166	0.0
1221.02560617	0.0
1221.15013068	0.0
1221.2746552	0.0
1221.39917971	0.0
1221.52370423	0.0
1221.64822874	0.0
1221.77275326	0.0
1221.89727777	0.0
1222.02180228	0.0
1222.1463268	0.0
1222.27085131	0.0
1222.39537583	0.0
1222.51990034	0.0
1222.64442485	0.0
1222.76894937	0.0
1222.89347388	0.0
1223.0179984	0.0
