-50.000000 0.002698
-49.000000 0.002644
-48.000000 0.002588
-47.000000 0.002530
-46.000000 0.002470
-45.000000 0.002410
-44.000000 0.002348
-43.000000 0.002285
-42.000000 0.002221
-41.000000 0.002157
-40.000000 0.002092
-39.000000 0.002027
-38.000000 0.001962
-37.000000 0.001897
-36.000000 0.001831
-35.000000 0.001767
-34.000000 0.001702
-33.000000 0.001639
-32.000000 0.001576
-31.000000 0.001513
-30.000000 0.001452
-29.000000 0.001392
-28.000000 0.001333
-27.000000 0.001276
-26.000000 0.001220
-25.000000 0.001165
-24.000000 0.001112
-23.000000 0.001061
-22.000000 0.001011
-21.000000 0.000964
-20.000000 0.000918
-19.000000 0.000874
-18.000000 0.000832
-17.000000 0.000792
-16.000000 0.000754
-15.000000 0.000719
-14.000000 0.000685
-13.000000 0.000654
-12.000000 0.000625
-11.000000 0.000598
-10.000000 0.000573
-9.000000 0.000551
-8.000000 0.000531
-7.000000 0.000514
-6.000000 0.000498
-5.000000 0.000485
-4.000000 0.000475
-3.000000 0.000466
-2.000000 0.000460
-1.000000 0.000457
0.000000 0.000456
1.000000 0.000457
2.000000 0.000460
3.000000 0.000466
4.000000 0.000475
5.000000 0.000485
6.000000 0.000498
7.000000 0.000514
8.000000 0.000531
9.000000 0.000551
10.000000 0.000573
11.000000 0.000598
12.000000 0.000625
13.000000 0.000654
14.000000 0.000685
15.000000 0.000719
16.000000 0.000754
17.000000 0.000792
18.000000 0.000832
19.000000 0.000874
20.000000 0.000918
21.000000 0.000964
22.000000 0.001011
23.000000 0.001061
24.000000 0.001112
25.000000 0.001165
26.000000 0.001220
27.000000 0.001276
28.000000 0.001333
29.000000 0.001392
30.000000 0.001452
31.000000 0.001513
32.000000 0.001576
33.000000 0.001639
34.000000 0.001702
35.000000 0.001767
36.000000 0.001831
37.000000 0.001897
38.000000 0.001962
39.000000 0.002027
40.000000 0.002092
41.000000 0.002157
42.000000 0.002221
43.000000 0.002285
44.000000 0.002348
45.000000 0.002410
46.000000 0.002470
47.000000 0.002530
48.000000 0.002588
49.000000 0.002644
