# Graph from LARS09, page 1
13661	-0.6430	0.000000	0.000000	+0.000000	+0.000000
13678	-0.5080	0.000000	0.000000	+0.000000	+0.000000
13685	0.2057	0.000000	0.000000	+0.000000	+0.000000
13687	-0.1993	0.000000	0.000000	+0.000000	+0.000000
13695	0.7652	0.000000	0.000000	+0.000000	+0.000000
13710	0.4565	0.000000	0.000000	+0.000000	+0.000000
13711	0.05144	0.000000	0.000000	+0.000000	+0.000000
13713	0.8038	0.000000	0.000000	+0.000000	+0.000000
13716	-0.2186	0.000000	0.000000	+0.000000	+0.000000
13721	-0.6430	0.000000	0.000000	+0.000000	+0.000000
13727	-0.9324	0.000000	0.000000	+0.000000	+0.000000
13731	-0.6237	0.000000	0.000000	+0.000000	+0.000000
13736	-0.006430	0.000000	0.000000	+0.000000	+0.000000
13737	0.3215	0.000000	0.000000	+0.000000	+0.000000
13737	-0.2958	0.000000	0.000000	+0.000000	+0.000000
13742	0.5723	0.000000	0.000000	+-1.0032	+0.000000
13748	0.6495	0.000000	0.000000	+0.000000	+0.000000
13751	-0.04501	0.000000	0.000000	+0.000000	+0.000000
13753	0.2443	0.000000	0.000000	+0.000000	+0.000000
13759	-0.3729	0.000000	587.08	+0.000000	+0.000000
13773	-0.1993	0.000000	0.000000	+0.000000	+0.000000
13774	0.4758	0.000000	0.000000	+0.000000	+0.000000
13774	0.1479	0.000000	0.000000	+0.000000	+0.000000
13782	0.8231	0.000000	0.000000	+0.000000	+0.000000
13788	0.3408	0.000000	0.000000	+0.000000	+0.000000
13797	0.05144	0.000000	0.000000	+0.000000	+0.000000
13802	-0.04501	0.000000	0.000000	+0.000000	+0.000000
13812	0.09003	0.000000	0.000000	+0.000000	+0.000000
13814	0.3408	0.000000	0.000000	+0.000000	+0.000000
13818	0.5723	0.000000	0.000000	+0.000000	+0.000000
13828	0.4372	0.000000	0.000000	+0.000000	+0.000000
13838	0.5723	0.000000	0.000000	+0.000000	+0.000000
13843	0.8617	0.000000	0.000000	+0.000000	+0.000000
13843	1.112	0.000000	0.000000	+0.000000	+0.000000
13846	1.459	0.000000	568.73	+0.000000	+0.000000
13852	1.536	0.000000	0.000000	+0.000000	+0.000000
13861	1.382	0.000000	0.000000	+0.000000	+0.000000
13869	1.672	0.000000	0.000000	+0.000000	+0.000000
13877	1.961	0.000000	0.000000	+0.000000	+0.000000
13878	2.327	0.000000	0.000000	+0.000000	+0.000000
13883	2.617	0.000000	0.000000	+0.000000	+0.000000
13886	2.848	0.000000	0.000000	+0.000000	+0.000000
13887	3.524	0.000000	0.000000	+0.000000	+0.000000
13892	3.196	0.000000	0.000000	+0.000000	+0.000000
13898	2.906	0.000000	0.000000	+0.000000	+0.000000
13899	3.234	0.000000	0.000000	+0.000000	+0.000000
13903	3.369	0.000000	0.000000	+0.000000	+0.000000
13906	3.061	0.000000	0.000000	+0.000000	+0.000000
13912	2.829	0.000000	0.000000	+0.000000	+0.000000
13918	3.273	0.000000	0.000000	+0.000000	+0.000000
13918	3.080	0.000000	0.000000	+0.000000	+0.000000
13919	3.524	0.000000	0.000000	+0.000000	+0.000000
13929	3.581	0.000000	0.000000	+0.000000	+0.000000
13933	3.794	0.000000	0.000000	+0.000000	+0.000000
13938	3.543	0.000000	0.000000	+0.000000	+0.000000
13939	3.331	0.000000	0.000000	+0.000000	+0.000000
13944	3.118	0.000000	0.000000	+0.000000	+0.000000
13947	2.945	0.000000	0.000000	+0.000000	+0.000000
13959	2.945	0.000000	0.000000	+0.000000	+0.000000
13965	3.080	0.000000	0.000000	+0.000000	+0.000000
13968	3.929	0.000000	0.000000	+0.000000	+0.000000
13968	3.408	0.000000	0.000000	+0.000000	+0.000000
13973	4.180	0.000000	0.000000	+0.000000	+0.000000
13979	3.871	0.000000	0.000000	+0.000000	+0.000000
