# LARS02 (Velocity Km/s, Flux in mJy) z=0.030
8849.5	-0.1151	0.000000	0.000000	+0.000000	+0.000000
8854.1	0.3560	0.000000	0.000000	+0.000000	+0.000000
8858.7	0.6701	0.000000	0.000000	+0.000000	+0.000000
8860.2	2.031	0.000000	0.000000	+0.000000	+0.000000
8860.2	1.664	0.000000	0.000000	+0.000000	+0.000000
8860.2	1.429	0.000000	0.000000	+0.000000	+0.000000
8860.9	1.089	0.000000	0.000000	+0.000000	+0.000000
8860.9	2.345	0.000000	0.000000	+0.000000	+0.000000
8862.5	2.607	0.000000	0.000000	+0.000000	+0.000000
8864.0	2.921	0.000000	0.000000	+0.000000	+0.000000
8867.0	3.261	0.000000	0.000000	+0.000000	+0.000000
8869.3	3.916	0.000000	0.000000	+0.000000	+0.000000
8871.6	4.465	0.000000	0.000000	+0.000000	+0.000000
8873.1	4.151	0.000000	0.000000	+0.000000	+0.000000
8876.2	3.837	0.000000	0.000000	+0.000000	+0.000000
8882.2	4.387	0.000000	0.000000	+0.000000	+0.000000
8886.1	4.780	0.000000	0.000000	+0.000000	+0.000000
8887.6	5.277	0.000000	0.000000	+0.000000	+0.000000
8891.4	4.910	0.000000	0.000000	+0.000000	+0.000000
8892.9	4.623	0.000000	0.000000	+0.000000	+0.000000
8893.7	5.408	0.000000	0.000000	+0.000000	+0.000000
8894.4	5.853	0.000000	0.000000	+0.000000	+0.000000
8895.9	6.115	0.000000	0.000000	+0.000000	+0.000000
8899.7	5.801	0.000000	0.000000	+0.000000	+0.000000
8903.6	5.172	0.000000	0.000000	+0.000000	+0.000000
8903.6	5.434	0.000000	0.000000	+0.000000	+0.000000
8905.1	4.910	0.000000	0.000000	+0.000000	+0.000000
8905.8	4.308	0.000000	0.000000	+0.000000	+0.000000
8907.4	4.596	0.000000	0.000000	+0.000000	+0.000000
8908.9	4.125	0.000000	0.000000	+0.000000	+0.000000
8911.9	3.785	0.000000	0.000000	+0.000000	+0.000000
8915.0	3.418	0.000000	0.000000	+0.000000	+0.000000
8916.5	3.209	0.000000	0.000000	+0.000000	+0.000000
8920.3	2.816	0.000000	0.000000	+0.000000	+0.000000
8925.6	3.366	0.000000	0.000000	+0.000000	+0.000000
8925.6	3.104	0.000000	0.000000	+0.000000	+0.000000
8926.4	3.523	0.000000	0.000000	+0.000000	+0.000000
8930.2	3.183	0.000000	0.000000	+0.000000	+0.000000
8931.7	3.052	0.000000	0.000000	+0.000000	+0.000000
8934.7	3.314	0.000000	0.000000	+0.000000	+0.000000
8937.8	3.497	0.000000	0.000000	+0.000000	+0.000000
8941.6	3.575	0.000000	67.712	+0.000000	+0.000000
8942.4	3.837	0.000000	0.000000	+0.000000	+0.000000
8945.4	3.523	0.000000	0.000000	+0.000000	+0.000000
8949.2	3.654	0.000000	0.000000	+0.000000	+0.000000
8949.2	3.340	0.000000	0.000000	+0.000000	+0.000000
8950.7	4.073	0.000000	0.000000	+0.000000	+0.000000
8951.5	5.041	0.000000	0.000000	+0.000000	+0.000000
8952.2	4.780	0.000000	0.000000	+0.000000	+0.000000
8952.2	4.492	0.000000	0.000000	+0.000000	+0.000000
8952.2	5.225	0.000000	0.000000	+0.000000	+0.000000
8952.2	4.256	0.000000	0.000000	+0.000000	+0.000000
8953.8	5.460	0.000000	0.000000	+0.000000	+0.000000
8956.8	5.670	0.000000	0.000000	+0.000000	+0.000000
8962.1	5.958	0.000000	0.000000	+0.000000	+0.000000
8963.7	6.246	0.000000	0.000000	+0.000000	+0.000000
8965.9	6.534	0.000000	0.000000	+0.000000	+0.000000
8968.2	6.743	0.000000	0.000000	+0.000000	+0.000000
8969.0	6.874	0.000000	0.000000	+0.000000	+0.000000
8975.1	6.560	0.000000	0.000000	+0.000000	+0.000000
8977.3	6.429	0.000000	0.000000	+0.000000	+0.000000
8981.2	6.062	0.000000	0.000000	+0.000000	+0.000000
8983.4	5.905	0.000000	0.000000	+0.000000	+0.000000
8985.0	5.670	0.000000	0.000000	+0.000000	+0.000000
8992.6	5.513	0.000000	0.000000	+-4.6858	+0.000000
8994.1	5.408	0.000000	0.000000	+0.000000	+0.000000
8994.8	5.146	0.000000	0.000000	+0.000000	+0.000000
8996.4	4.780	0.000000	0.000000	+0.000000	+0.000000
8997.1	4.518	0.000000	0.000000	+0.000000	+0.000000
8998.7	4.282	0.000000	0.000000	+0.000000	+0.000000
9000.2	3.994	0.000000	0.000000	+0.000000	+0.000000
9000.9	3.811	0.000000	0.000000	+-3.3769	+0.000000
9001.7	3.785	0.000000	0.000000	+0.000000	+0.000000
9005.5	3.916	0.000000	0.000000	+0.000000	+0.000000
9006.3	3.628	0.000000	0.000000	+0.000000	+0.000000
9007.8	3.026	0.000000	0.000000	+0.000000	+0.000000
9007.8	3.314	0.000000	0.000000	+0.000000	+0.000000
9008.5	2.240	0.000000	0.000000	+0.000000	+0.000000
