25092.4	-2.747	0.0000000	0.0000000
25094.2	-2.516	0.0000000	0.0000000
25096.8	-1.784	0.0000000	0.0000000
25096.8	-2.131	0.0000000	0.0000000
25099.5	-1.380	0.0000000	0.0000000
25103.1	-1.110	0.0000000	0.0000000
25106.6	-0.7255	0.0000000	0.0000000
25106.6	-0.4365	0.0000000	0.0000000
25110.2	-0.07062	0.0000000	0.0000000
25115.5	0.1797	0.0000000	0.0000000
25123.5	0.5457	0.0000000	0.0000000
25124.4	0.02568	0.0000000	0.0000000
25130.6	-0.4751	0.0000000	0.0000000
25135.1	-0.5329	0.0000000	0.0000000
25136.9	-0.8796	0.0000000	0.0000000
25138.6	-0.1284	0.0000000	0.0000000
25139.5	0.1605	0.0000000	0.0000000
25146.6	0.3338	0.0000000	0.0000000
25150.2	0.6420	0.0000000	0.0000000
25152.9	0.9309	0.0000000	0.0000000
25157.3	1.393	0.0000000	0.0000000
25161.8	1.181	0.0000000	0.0000000
25163.5	0.7768	0.0000000	0.0000000
25165.3	0.4879	0.0000000	0.0000000
25168.9	0.1990	0.0000000	0.0000000
25170.7	-0.2825	0.0000000	0.0000000
25170.7	-0.03210	0.0000000	0.0000000
25172.4	-0.7833	0.0000000	0.0000000
25175.1	-1.130	0.0000000	0.0000000
25178.7	-1.418	0.0000000	0.0000000
25185.8	-1.245	0.0000000	0.0000000
25188.4	-0.8025	0.0000000	0.0000000
25193.8	-0.3788	0.0000000	0.0000000
25197.3	-0.1476	0.0000000	0.0000000
25197.3	0.2182	0.0000000	0.0000000
25201.8	0.5650	0.0000000	0.0000000
25206.2	0.9117	0.0000000	0.0000000
25210.7	0.5842	0.0000000	0.0000000
25214.2	0.2375	0.0000000	0.0000000
25218.7	0.006420	0.0000000	0.0000000
25221.3	0.2760	0.0000000	0.0000000
25222.2	0.5842	0.0000000	0.0000000
25225.8	0.9887	0.0000000	0.0000000
25226.7	1.354	0.0000000	0.0000000
25231.1	1.682	0.0000000	0.0000000
25233.8	2.086	0.0000000	0.0000000
25238.2	2.414	0.0000000	0.0000000
25241.8	2.837	0.0000000	0.0000000
25244.5	3.203	0.0000000	0.0000000
25246.2	3.569	0.0000000	0.0000000
25249.8	4.571	0.0000000	0.0000000
25249.8	4.166	0.0000000	0.0000000
25254.2	5.110	0.0000000	0.0000000
25258.7	6.285	0.0000000	0.0000000
25258.7	5.573	0.0000000	0.0000000
25258.7	5.958	0.0000000	0.0000000
25264.9	6.150	0.0000000	0.0000000
25269.4	5.784	0.0000000	0.0000000
25271.1	5.399	0.0000000	0.0000000
25272.0	4.995	0.0000000	0.0000000
25273.8	4.532	0.0000000	0.0000000
25274.7	4.109	0.0000000	0.0000000
25274.7	3.820	0.0000000	0.0000000
25276.5	3.165	0.0000000	0.0000000
25277.4	3.473	0.0000000	0.0000000
25279.1	1.971	0.0000000	0.0000000
25279.1	2.780	0.0000000	0.0000000
25280.0	1.239	0.0000000	0.0000000
25280.0	2.356	0.0000000	0.0000000
25280.9	0.8924	0.0000000	0.0000000
25280.9	1.662	0.0000000	0.0000000
25281.8	0.5650	0.0000000	0.0000000
25284.5	0.06420	0.0000000	0.0000000
25286.3	-0.4751	0.0000000	0.0000000
25290.7	-0.8218	0.0000000	0.0000000
25293.4	-0.3017	0.0000000	0.0000000
25293.4	-0.5906	0.0000000	0.0000000
25294.3	0.06420	0.0000000	0.0000000
25294.3	0.3338	0.0000000	0.0000000
25295.1	0.7383	0.0000000	0.0000000
25296.9	1.027	0.0000000	0.0000000
25298.7	1.316	0.0000000	0.0000000
25301.4	1.778	0.0000000	0.0000000
25301.4	2.163	0.0000000	0.0000000
25304.0	2.664	0.0000000	0.0000000
25305.8	3.165	0.0000000	0.0000000
25306.7	3.512	0.0000000	0.0000000
25308.5	3.839	0.0000000	0.0000000
25308.5	4.051	0.0000000	203.634
25312.0	4.012	0.0000000	0.0000000
25314.7	3.011	0.0000000	0.0000000
25314.7	3.723	0.0000000	0.0000000
25315.6	3.434	0.0000000	0.0000000
25318.3	2.337	0.0000000	0.0000000
25318.3	2.664	0.0000000	0.0000000
25319.2	2.048	0.0000000	0.0000000
25319.2	1.739	0.0000000	0.0000000
25321.8	1.508	0.0000000	0.0000000
25324.5	1.200	0.0000000	0.0000000
25328.0	0.8924	0.0000000	0.0000000
25335.2	0.9117	0.0000000	0.0000000
25336.9	1.277	0.0000000	0.0000000
25338.7	1.605	0.0000000	0.0000000
25341.4	1.971	0.0000000	0.0000000
25343.2	2.240	0.0000000	0.0000000
25344.1	2.452	0.0000000	0.0000000
25346.7	2.606	0.0000000	0.0000000
25348.5	2.837	0.0000000	0.0000000
25352.9	3.261	0.0000000	0.0000000
25355.6	3.030	0.0000000	0.0000000
25357.4	2.741	0.0000000	0.0000000
25359.2	2.414	0.0000000	0.0000000
25361.8	2.260	0.0000000	0.0000000
25364.5	2.491	0.0000000	0.0000000
25365.4	2.626	0.0000000	0.0000000
25370.7	2.394	0.0000000	0.0000000
25374.3	2.298	0.0000000	171.622
25377.8	2.414	0.0000000	0.0000000
25380.5	2.760	0.0000000	0.0000000
25381.4	2.626	0.0000000	0.0000000
25385.0	2.491	0.0000000	0.0000000
25386.7	2.317	0.0000000	0.0000000
25390.3	2.009	0.0000000	0.0000000
25395.6	1.778	0.0000000	0.0000000
25400.1	1.662	0.0000000	0.0000000
