9581.9	-3.038
9581.9	-3.038
9581.9	-3.038
9581.9	-3.038
9671.8	0.4548
9672.9	0.7451
9676.7	0.9967
9677.3	1.296
9681.6	1.509
9681.6	1.606
9684.8	1.277
9685.4	1.751
9687.6	2.109
9689.2	2.448
9691.8	1.625
9694.6	2.012
9696.2	1.654
9696.7	1.383
9700.4	1.180
9700.9	0.8032
9707.9	0.2516
9709.6	0.6483
9717.1	0.2225
9720.3	0.4161
9721.4	0.2129
9725.8	1.006
9728.4	0.6677
9732.2	0.3967
9733.3	0.3000
9734.4	0.8516
9736.6	1.006
9737.1	1.132
9738.8	1.529
9740.4	1.829
9742.1	2.216
9744.2	2.622
9745.9	2.845
9749.1	2.448
9751.8	2.680
9754.5	2.225
9756.0	1.674
9756.5	1.470
9758.2	1.403
9760.3	0.8129
9763.0	1.141
9768.8	0.06774
9771.5	0.2806
9775.9	0.6000
9778.1	0.9387
9779.7	1.132
9780.8	0.7741
9783.5	1.083
9785.6	0.8322
9787.8	1.625
9791.6	1.925
9795.4	2.070
9799.2	2.312
9802.5	2.641
9804.7	2.729
9810.0	2.322
9814.4	2.767
9818.7	2.729
9821.4	2.477
9823.0	2.235
9824.5	1.770
9827.2	1.412
9830.4	1.083
9833.6	0.7741
9835.2	0.5225
9836.2	0.1354
9837.3	-0.1258
9840.5	-0.7258
9842.7	0.4548
9847.1	0.6000
9852.0	0.9193
9854.1	0.4645
9857.9	1.316
9862.8	1.470
9865.5	1.122
9866.0	0.7354
9869.1	0.1064
9869.7	0.3483
